,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales
13544,Painkiller: Hell & Damnation,0.02,0.02,0.0,0.01
13545,Go Go Ackman 3,0.0,0.0,0.04,0.0
13546,WSC Real 11: World Snooker Championship,0.0,0.04,0.0,0.01
13547,Advance Guardian Heroes,0.03,0.01,0.0,0.0
13548,Casual Mania!,0.04,0.0,0.0,0.0
13549,Castle of Shikigami III,0.04,0.0,0.0,0.0
13550,Star X,0.03,0.01,0.0,0.0
13551,Jewel Quest 5: The Sleepless Star,0.01,0.02,0.0,0.01
13552,Get Up and Dance,0.03,0.01,0.0,0.0
13553,The King of Fighters Kyo,0.0,0.0,0.04,0.0
13554,Yowamushi Pedal,0.0,0.0,0.04,0.0
13555,WarTech: Senko no Ronde,0.04,0.0,0.0,0.0
13556,Record of Agarest War: Marriage,0.0,0.0,0.04,0.0
13557,San-X Land: Theme Park de Asobou!,0.0,0.0,0.04,0.0
13558,Corpse Party: Book of Shadows,0.0,0.0,0.04,0.0
13559,428: Fuusa Sareta Shibuya de,0.0,0.0,0.04,0.0
13560,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,0.0,0.0,0.04,0.0
13561,Starry ? Sky: After Spring,0.0,0.0,0.04,0.0
13562,Life is Strange,0.01,0.03,0.0,0.0
13563,Need for Speed: ProStreet,0.0,0.04,0.0,0.01
13564,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,0.0,0.0,0.04,0.0
13565,Mechanic Escape,0.0,0.0,0.04,0.0
13566,Pro Evolution Soccer 2016,0.0,0.04,0.0,0.0
13567,Twilight Syndrome: Kinjiratera Toshi Densetsu,0.0,0.0,0.04,0.0
13568,True Love Story 3,0.0,0.0,0.04,0.0
13569,Little Battlers eXperience W,0.0,0.0,0.04,0.0
13570,The Smurfs,0.02,0.02,0.0,0.0
13571,Strike Force Bowling,0.03,0.01,0.0,0.0
13572,Chessmaster,0.03,0.01,0.0,0.0
13573,Blood Will Tell: Tezuka Osamu's Dororo,0.02,0.02,0.0,0.01
13574,The Kore Gang,0.04,0.0,0.0,0.0
13575,Red Ninja: End of Honor,0.02,0.02,0.0,0.01
13576,Kanuchi: Shiroki Tsubasa no Shou,0.0,0.0,0.04,0.0
13577,Summer Athletics 2009,0.0,0.04,0.0,0.0
13578,SX Superstar,0.03,0.01,0.0,0.0
13579,Katekyoo Hitman Reborn! Battle Arena,0.0,0.0,0.04,0.0
13580,Saint Seiya: The Hades,0.0,0.0,0.04,0.0
13581,Saki Portable,0.0,0.0,0.04,0.0
13582,Riding Stables: The Whitakers present Milton and Friends,0.0,0.04,0.0,0.0
13583,Naruto Shippuuden: Shinobi Retsuden III,0.0,0.0,0.04,0.0
13584,Metal Gear Solid: Digital Graphic Novel,0.02,0.0,0.02,0.0
13585,Max & the Magic Marker,0.0,0.04,0.0,0.0
13586,Outlaw Tennis,0.03,0.01,0.0,0.0
13587,Free Running,0.02,0.02,0.0,0.0
13588,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,0.0,0.0,0.04,0.0
13589,Barnyard,0.04,0.0,0.0,0.0
13590,SPRay,0.04,0.0,0.0,0.0
13591,No Rules: Get Phat,0.03,0.01,0.0,0.0
13592,Battle Rage,0.04,0.0,0.0,0.0
13593,Zombi Daisuki,0.0,0.0,0.04,0.0
13594,Igor: The Game,0.04,0.0,0.0,0.0
13595,LEGO Indiana Jones: The Original Adventures,0.02,0.02,0.0,0.01
13596,Card Fight!! Vanguard G: Stride to Victory!!,0.0,0.0,0.04,0.0
13597,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",0.0,0.0,0.04,0.0
13598,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,0.0,0.0,0.04,0.0
13599,Challenge Me: Maths Workout,0.04,0.0,0.0,0.0
13600,The Invincible Iron Man,0.03,0.01,0.0,0.0
13601,NASCAR 07,0.03,0.01,0.0,0.0
13602,Refrain no Chika Meikyuu to Majo no Ryodan,0.0,0.0,0.04,0.0
13603,Dance Dance Revolution Disney Mix,0.02,0.02,0.0,0.0
13604,Maken Shao: Demon Sword,0.0,0.0,0.04,0.0
13605,Playmobil Top Agents,0.0,0.04,0.0,0.0
13606,The Monkey King: The Legend Begins,0.04,0.0,0.0,0.0
13607,Super Robot Taisen OG Infinite Battle,0.0,0.0,0.04,0.0
13608,Scaler,0.03,0.01,0.0,0.0
13609,Attack of the Movies 3D,0.04,0.0,0.0,0.0
13610,BeatMania IIDX 16: Empress + Premium Best,0.0,0.0,0.04,0.0
13611,FIFA Soccer 2003 (weekly jp sales),0.0,0.0,0.04,0.0
13612,Emergency Room: Real Life Rescues,0.04,0.0,0.0,0.0
13613,High Heat Baseball 2002,0.02,0.02,0.0,0.0
13614,Utawarerumono: Futari no Hakuoro,0.0,0.0,0.04,0.0
13615,Puyo Pop Fever,0.0,0.0,0.04,0.0
13616,The Sims 2: Pets,0.01,0.02,0.0,0.01
13617,Hana to Ikimo no Rittai Zukan,0.0,0.0,0.04,0.0
13618,Bloody Roar Extreme,0.03,0.01,0.0,0.0
13619,Platinum Sudoku,0.03,0.01,0.0,0.0
13620,Kamen Rider: Battride War Genesis,0.0,0.0,0.04,0.0
13621,Tennis Masters Series 2003,0.03,0.01,0.0,0.0
13622,The Sims Deluxe,0.01,0.02,0.0,0.01
13623,Port Royale 2,0.0,0.03,0.0,0.01
13624,Amagami,0.0,0.0,0.04,0.0
13625,Duke Nukem Trilogy: Critical Mass,0.04,0.0,0.0,0.0
13626,MLB SlugFest 20-04,0.03,0.01,0.0,0.0
13627,Pocket Pool,0.04,0.0,0.0,0.0
13628,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,0.0,0.0,0.04,0.0
13629,Lise no Atelier: Ordre no Renkinjutsushi,0.0,0.0,0.04,0.0
13630,Black & White,0.0,0.04,0.0,0.01
13631,NCIS,0.01,0.02,0.0,0.01
13632,The Cube,0.0,0.04,0.0,0.0
13633,Company of Heroes: Tales of Valor,0.0,0.03,0.0,0.01
13634,Myth Makers: Trixie in Toyland,0.04,0.0,0.0,0.0
13635,NatGeo Challenge! Wild Life,0.04,0.0,0.0,0.0
13636,Breath of Fire III,0.0,0.03,0.0,0.01
13637,Torino 2006,0.03,0.01,0.0,0.0
13638,Devil May Cry 4,0.01,0.02,0.0,0.01
13639,Amnesia,0.0,0.0,0.04,0.0
13640,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,0.0,0.0,0.04,0.0
13641,Fashion Week Jr. Designer,0.04,0.0,0.0,0.0
13642,Jewel Quest Mysteries 2: Trail of the Midnight Heart,0.0,0.04,0.0,0.01
13643,Sherlock Holmes: Secret of The Silver Earring,0.0,0.04,0.0,0.01
13644,Metal Slug 4 & 5,0.03,0.01,0.0,0.0
13645,Great Battle Full Blast,0.0,0.0,0.04,0.0
13646,Guilty Gear XX Accent Core,0.03,0.0,0.0,0.0
13647,Hitman (2016),0.0,0.04,0.0,0.01
13648,World Poker Tour,0.04,0.0,0.0,0.0
13649,Saint Seiya: Soldiers' Soul,0.0,0.0,0.04,0.0
13650,7 Days to Die,0.02,0.02,0.0,0.0
13651,Digimon Rumble Arena 2,0.03,0.01,0.0,0.0
13652,Doki Doki! PreCure Narikiri Life!,0.0,0.0,0.04,0.0
13653,Gravity Falls: Legend of the Gnome Gemulets,0.03,0.0,0.0,0.0
13654,Watashi no Relaxuma,0.0,0.0,0.04,0.0
13655,Phantom Kingdom Portable,0.0,0.0,0.04,0.0
13656,Pac-Man World Rally,0.04,0.0,0.0,0.0
13657,Way of the Samurai 2 Portable,0.0,0.0,0.04,0.0
13658,Heroes of Might and Magic V,0.0,0.03,0.0,0.01
13659,Mazes of Fate DS,0.04,0.0,0.0,0.0
13660,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,0.0,0.0,0.04,0.0
13661,Hellboy: The Science of Evil,0.04,0.0,0.0,0.0
13662,Virtua Tennis 4,0.0,0.03,0.0,0.01
13663,Mortimer Beckett and the Secrets of Spooky Manor,0.04,0.0,0.0,0.0
13664,Farm Frenzy 3,0.0,0.03,0.0,0.01
13665,GRID,0.0,0.03,0.0,0.01
13666,Little Busters! Converted Edition,0.0,0.0,0.04,0.0
13667,Unison: Rebels of Rhythm & Dance,0.02,0.02,0.0,0.01
13668,Ferrari Challenge Trofeo Pirelli,0.0,0.03,0.0,0.01
13669,WTF: Work Time Fun,0.04,0.0,0.0,0.0
13670,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,0.0,0.0,0.04,0.0
13671,Major League Baseball 2K12,0.04,0.0,0.0,0.0
13672,B.L.U.E.: Legend of Water,0.0,0.0,0.04,0.0
13673,Dark Half,0.0,0.0,0.04,0.0
13674,System 3 presents Ferrari Challenge Trofeo Pirelli,0.03,0.01,0.0,0.0
13675,Luxor: Pharaoh's Challenge,0.01,0.03,0.0,0.0
13676,Nitroplus Blasterz: Heroines Infinite Duel,0.01,0.0,0.02,0.0
13677,Imperial Glory,0.0,0.04,0.0,0.0
13678,Lionel Trains: On Track,0.04,0.0,0.0,0.0
13679,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,0.0,0.0,0.04,0.0
13680,Shukufuku no Campanella Portable,0.0,0.0,0.04,0.0
13681,The Wolf Among Us,0.01,0.03,0.0,0.0
13682,Sonic PC Collection,0.0,0.04,0.0,0.01
13683,Horses 3D,0.04,0.0,0.0,0.0
13684,Yourself Fitness,0.02,0.02,0.0,0.01
13685,Chaos;Head - Love Chu*Chu!,0.0,0.0,0.04,0.0
13686,Lost Planet 3,0.0,0.03,0.0,0.01
13687,Paws & Claws: Regal Resort,0.04,0.0,0.0,0.0
13688,Hannspree Ten Kate Honda: SBK Superbike World Championship,0.03,0.0,0.0,0.0
13689,Star Trek: Shattered Universe,0.03,0.01,0.0,0.0
13690,12Riven: The Psi-Climinal of Integral,0.0,0.0,0.04,0.0
13691,Battle Spirits: Digital Starter,0.0,0.0,0.04,0.0
13692,Rise of Nations,0.01,0.02,0.0,0.01
13693,Deadliest Warrior: Ancient Combat,0.04,0.0,0.0,0.0
13694,WarJetz,0.02,0.02,0.0,0.01
13695,Breeding Stud 2,0.0,0.0,0.04,0.0
13696,Banushi Life Game: Winner's Circle,0.0,0.0,0.04,0.0
13697,Catwoman,0.03,0.01,0.0,0.0
13698,Gakuen Hetalia Portable,0.0,0.0,0.04,0.0
13699,Gitaroo Man Lives!,0.03,0.0,0.0,0.0
13700,Chibi Maruko-Chan DS: Maru-Chan no Machi,0.0,0.0,0.04,0.0
13701,Capcom Fighting Evolution,0.03,0.01,0.0,0.0
13702,XCOM 2,0.01,0.02,0.0,0.01
13703,Company of Heroes: Opposing Fronts,0.01,0.03,0.0,0.01
13704,Novastorm,0.02,0.02,0.0,0.0
13705,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,0.0,0.0,0.04,0.0
13706,PopCap Arcade Vol 1,0.04,0.0,0.0,0.0
13707,Dead Ball Zone,0.02,0.02,0.0,0.0
13708,NBA in the Zone 2000,0.04,0.0,0.0,0.0
13709,Men of War: Vietnam,0.0,0.03,0.0,0.01
13710,NBA In The Zone '99,0.04,0.0,0.0,0.0
13711,Winning Post World 2010,0.0,0.0,0.04,0.0
13712,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,0.0,0.0,0.04,0.0
13713,SWAT: Target Liberty,0.03,0.0,0.0,0.0
13714,OutRun 2006: Coast 2 Coast,0.03,0.01,0.0,0.01
13715,Haunted Casino,0.0,0.0,0.04,0.0
13716,World Series Baseball,0.0,0.0,0.04,0.0
13717,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,0.0,0.0,0.04,0.0
13718,Aeon Flux,0.02,0.02,0.0,0.01
13719,Chicken Blaster,0.04,0.0,0.0,0.0
13720,Summer Challenge: Athletics Tournament,0.0,0.03,0.0,0.01
13721,S.Y.K Renshouden Portable,0.0,0.0,0.04,0.0
13722,Metal Max Returns,0.0,0.0,0.04,0.0
13723,Shattered Union,0.03,0.01,0.0,0.0
13724,Off-Road Drive,0.0,0.03,0.0,0.01
13725,Hanaoni: Yume no Tsudzuki,0.0,0.0,0.04,0.0
13726,Mat Hoffman's Pro BMX 2,0.03,0.01,0.0,0.0
13727,Unchained Blades,0.0,0.0,0.04,0.0
13728,Harley-Davidson: Road Trip,0.04,0.0,0.0,0.0
13729,Gal*Gun,0.0,0.0,0.04,0.0
13730,GoGo's Crazy Bones,0.0,0.04,0.0,0.0
13731,MLB 2K12 / NBA 2K12 Combo Pack,0.04,0.0,0.0,0.0
13732,Grand Theft Auto: Vice City,0.0,0.03,0.0,0.01
13733,NHL Hitz Pro,0.03,0.01,0.0,0.0
13734,Ookami Kakushi,0.0,0.0,0.04,0.0
13735,Zen-Nippon GT Senshuken,0.0,0.0,0.04,0.0
13736,North American Hunting Extravaganza 2,0.03,0.0,0.0,0.0
13737,City Builder,0.04,0.0,0.0,0.0
13738,PD Ultraman Battle Collection 64,0.0,0.0,0.04,0.0
13739,Monaco Grand Prix,0.03,0.01,0.0,0.0
13740,Worms Armageddon,0.03,0.01,0.0,0.0
13741,Rally Challenge 2000,0.03,0.01,0.0,0.0
13742,Looney Tunes Duck Dodgers Starring: Daffy Duck,0.03,0.01,0.0,0.0
13743,Superman: Countdown to Apokolips,0.03,0.01,0.0,0.0
13744,Deadly Arts,0.03,0.01,0.0,0.0
13745,Kikou Heidan J-Phoenix 2,0.0,0.0,0.04,0.0
13746,Sengoku Musou 3 Z Special,0.0,0.0,0.04,0.0
13747,Dragon's Lair 3D: Return to the Lair,0.03,0.01,0.0,0.0
13748,Harukanaru Toki no Naka de 5,0.0,0.0,0.04,0.0
13749,Meteos: Disney Magic,0.01,0.02,0.0,0.0
13750,Worms 4: Mayhem,0.03,0.01,0.0,0.0
13751,Resident Evil: Operation Raccoon City,0.0,0.03,0.0,0.01
13752,Winning Post 7 2012,0.0,0.0,0.04,0.0
13753,Samurai Warriors 2: Empires,0.03,0.0,0.01,0.0
13754,Super Black Bass Fishing,0.04,0.0,0.0,0.0
13755,Point Blank 2,0.02,0.02,0.0,0.0
13756,Who Wants to Be a Millionaire: 3rd Edition,0.04,0.0,0.0,0.0
13757,Test Drive: Ferrari Legends,0.04,0.0,0.0,0.0
13758,Saru! Get You! Pipo Saru Senki,0.0,0.0,0.04,0.0
13759,Infamous: First Light,0.0,0.03,0.0,0.01
13760,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,0.0,0.0,0.04,0.0
13761,Imabikisou,0.0,0.0,0.04,0.0
13762,Logic Machines,0.04,0.0,0.0,0.0
13763,One Piece: Burning Blood,0.03,0.01,0.0,0.0
13764,Hakuouki: Reimeiroku Portable,0.0,0.0,0.04,0.0
13765,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,0.0,0.0,0.04,0.0
13766,Antz Extreme Racing,0.02,0.02,0.0,0.01
13767,Motto TOEIC Test DS Training,0.0,0.0,0.04,0.0
13768,Super Robot Gakuen,0.0,0.0,0.04,0.0
13769,Atelier Iris 3: Grand Phantasm (JP Sales),0.0,0.0,0.04,0.0
13770,Terraria,0.0,0.04,0.0,0.0
13771,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,0.0,0.0,0.04,0.0
13772,Empire Earth III,0.0,0.03,0.0,0.01
13773,Mike Tyson Boxing,0.03,0.01,0.0,0.0
13774,Jojo's Fashion Show: Design in a Dash!,0.04,0.0,0.0,0.0
13775,The Legend of Heroes: Trails in the Sky First Chapter,0.0,0.0,0.04,0.0
13776,Go Diego Go!: Safari Rescue,0.02,0.02,0.0,0.01
13777,Deal or No Deal: Special Edition,0.04,0.0,0.0,0.0
13778,Clannad,0.0,0.0,0.04,0.0
13779,Nobunaga's Ambition: Sphere of Influence,0.03,0.0,0.0,0.01
13780,Fisherman's Challenge,0.02,0.02,0.0,0.01
13781,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,0.0,0.0,0.04,0.0
13782,Akko ni Omakase! Brain Shock,0.0,0.0,0.04,0.0
13783,Mission: Impossible - Operation Surma,0.03,0.01,0.0,0.0
13784,Guild Wars Trilogy,0.0,0.03,0.0,0.01
13785,Patrician IV,0.03,0.0,0.0,0.0
13786,Deadliest Warrior: Ancient Combat,0.04,0.0,0.0,0.0
13787,King of Fighters: Maximum Impact Regulation A,0.0,0.0,0.04,0.0
13788,Who Wants to be a Millionaire: 1st Edition,0.0,0.04,0.0,0.0
13789,Star Ocean 5: Integrity and Faithlessness,0.0,0.0,0.04,0.0
13790,Date A Live: Rine Utopia,0.0,0.0,0.04,0.0
13791,CSI: Fatal Conspiracy,0.0,0.03,0.0,0.01
13792,Durarara!! 3way Standoff: Alley,0.0,0.0,0.04,0.0
13793,Surf's Up,0.03,0.0,0.0,0.0
13794,Fritz Chess,0.0,0.03,0.0,0.01
13795,The Da Vinci Code,0.03,0.01,0.0,0.0
13796,Famicom Mini: Clu Clu Land,0.0,0.0,0.04,0.0
13797,Astro Boy: The Video Game,0.04,0.0,0.0,0.0
13798,Metal Slug XX,0.03,0.0,0.0,0.0
13799,Sacred Blaze,0.0,0.0,0.04,0.0
13800,Rollin' Rascals,0.04,0.0,0.0,0.0
13801,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,0.0,0.0,0.04,0.0
13802,Thoroughbred Breeder II Plus,0.0,0.0,0.04,0.0
13803,Pure Pinball,0.03,0.01,0.0,0.0
13804,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,0.0,0.0,0.04,0.0
13805,Zac to Ombra: Maboroshi no Yuuenchi,0.0,0.0,0.04,0.0
13806,Resident Evil: Revelations,0.0,0.03,0.0,0.01
13807,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,0.0,0.0,0.04,0.0
13808,Shadow of the Colossus,0.0,0.0,0.04,0.0
13809,Phantom Breaker,0.02,0.0,0.02,0.0
13810,Gummy Bears Mini Golf,0.04,0.0,0.0,0.0
13811,Brothers In Arms DS,0.03,0.0,0.0,0.0
13812,Valhalla Knights 2: Battle Stance,0.0,0.0,0.04,0.0
13813,99 no Namida,0.0,0.0,0.04,0.0
13814,Clannad,0.0,0.0,0.04,0.0
13815,Cyber Troopers Virtual-On Marz,0.02,0.01,0.0,0.0
13816,Headhunter: Redemption,0.02,0.01,0.0,0.0
13817,Ookami to Koushinryou: Boku to Horo no Ichinen,0.0,0.0,0.04,0.0
13818,Bomberman: Act Zero,0.04,0.0,0.0,0.0
13819,Stuntman,0.03,0.01,0.0,0.0
13820,Time Travelers,0.0,0.0,0.04,0.0
13821,Burnout Paradise: The Ultimate Box,0.0,0.03,0.0,0.0
13822,The Chase: Felix Meets Felicity,0.04,0.0,0.0,0.0
13823,Stoked: Big Air Edition,0.02,0.02,0.0,0.0
13824,Syndicate Wars,0.02,0.01,0.0,0.0
13825,Castlevania: Lords of Shadow 2,0.01,0.03,0.0,0.0
13826,Draglade (JP sales),0.0,0.0,0.04,0.0
13827,Herc's Adventures,0.02,0.01,0.0,0.0
13828,Tiger Woods PGA Tour Golf,0.03,0.01,0.0,0.0
13829,Twin Strike: Operation Thunder,0.04,0.0,0.0,0.0
13830,BlazBlue: Chrono Phantasma Extend,0.0,0.0,0.04,0.0
13831,All Points Bulletin,0.0,0.03,0.0,0.01
13832,Romance of the Three Kingdoms 13,0.0,0.0,0.04,0.0
13833,The Movies,0.01,0.03,0.0,0.01
13834,SuperCar Challenge,0.0,0.03,0.0,0.01
13835,Dreamfall: The Longest Journey,0.03,0.01,0.0,0.0
13836,The Sims 4: Spa Day,0.0,0.04,0.0,0.0
13837,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,0.0,0.0,0.04,0.0
13838,Yuki Yuna is a Hero: Memory of the Forest,0.0,0.0,0.04,0.0
13839,JASF: Jane's Advanced Strike Fighters,0.02,0.01,0.0,0.0
13840,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,0.0,0.0,0.04,0.0
13841,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,0.0,0.0,0.04,0.0
13842,Zatch Bell! Mamodo Fury,0.03,0.01,0.0,0.0
13843,Dora's Big Birthday Adventure,0.02,0.01,0.0,0.0
13844,PopStar Guitar,0.02,0.01,0.0,0.0
13845,Haikyu!! Cross Team Match!,0.0,0.0,0.04,0.0
13846,NHL Blades of Steel 2000,0.02,0.01,0.0,0.0
13847,Outlaw Volleyball Remixed,0.02,0.01,0.0,0.0
13848,The Adventures of Darwin,0.01,0.0,0.03,0.0
13849,Scarface: The World is Yours,0.01,0.02,0.0,0.01
13850,Blood Bowl,0.01,0.02,0.0,0.01
13851,FIFA World Cup Germany 2006,0.03,0.0,0.0,0.0
13852,Supreme Commander: Forged Alliance,0.01,0.02,0.0,0.01
13853,Klonoa Heroes: Densetsu no Star Medal,0.0,0.0,0.04,0.0
13854,Hyperdimension Neptunia Victory II,0.0,0.0,0.04,0.0
13855,Pajama Sam: You are What You Eat From Your Head to Your Feet,0.02,0.01,0.0,0.0
13856,Sid Meier's Railroads!,0.01,0.03,0.0,0.01
13857,Jig-A-Pix: Pets,0.03,0.0,0.0,0.0
13858,Brothers: A Tale of Two Sons,0.03,0.01,0.0,0.0
13859,Warhammer: Dark Omen,0.02,0.01,0.0,0.0
13860,Mobile Suit Gundam: Mokuba no Kiseki,0.0,0.0,0.04,0.0
13861,Denki Blocks!,0.03,0.01,0.0,0.0
13862,A Ressha de Ikou DS,0.0,0.0,0.04,0.0
13863,Harukanaru Toki no Naka de 4: Aizouban,0.0,0.0,0.04,0.0
13864,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,0.0,0.0,0.04,0.0
13865,Colin McRae Rally 3,0.03,0.01,0.0,0.0
13866,Ballistic,0.02,0.01,0.0,0.0
13867,Paddington: Adventures in London,0.0,0.04,0.0,0.0
13868,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0.0,0.0,0.04,0.0
13869,Caesar IV,0.0,0.03,0.0,0.01
13870,Sega Rally 2006,0.0,0.0,0.04,0.0
13871,Song of the Deep,0.03,0.0,0.0,0.0
13872,I'm A Celebrity: Get Me Out of Here!,0.0,0.04,0.0,0.0
13873,Gundam Battle Online,0.0,0.0,0.04,0.0
13874,Harry Potter and the Order of the Phoenix,0.0,0.03,0.0,0.01
13875,Shonen Jump's One Piece: Grand Adventure,0.03,0.01,0.0,0.0
13876,Holly Hobbie & Friends,0.04,0.0,0.0,0.0
13877,Kevin Van Dam: Big Bass Challenge,0.04,0.0,0.0,0.0
13878,Stolen,0.02,0.01,0.0,0.0
13879,Monster High: New Ghoul in School,0.0,0.04,0.0,0.0
13880,Glacier2,0.04,0.0,0.0,0.0
13881,Rugby Challenge 3,0.0,0.03,0.0,0.01
13882,Memories Off 6: T-Wave,0.0,0.0,0.04,0.0
13883,Superstars V8 Racing,0.0,0.02,0.0,0.01
13884,Halo: Combat Evolved,0.01,0.02,0.0,0.01
13885,Hatsune Miku: Project Diva X,0.01,0.0,0.02,0.0
13886,Bullet Girls 2,0.0,0.0,0.04,0.0
13887,Famicom Remix Best Choice,0.0,0.0,0.04,0.0
13888,Pro Race Driver,0.03,0.01,0.0,0.0
13889,Sleepover Party,0.03,0.0,0.0,0.0
13890,100 Classic Games,0.0,0.03,0.0,0.0
13891,Ide Yosuke no Mahjong Kazoku,0.0,0.0,0.04,0.0
13892,Richard Burns Rally,0.0,0.03,0.0,0.01
13893,WRC: FIA World Rally Championship,0.02,0.01,0.0,0.01
13894,Quiz Mobile Gundam: Toi Senshi DX,0.0,0.0,0.04,0.0
13895,R-Type Command (correct US sales),0.04,0.0,0.0,0.0
13896,E.T. The Extra-Terrestrial: Interplanetary Mission,0.02,0.01,0.0,0.0
13897,Story Hour: Fairy Tales,0.04,0.0,0.0,0.0
13898,Dynasty Warriors Vol. 2 (JP sales),0.0,0.0,0.04,0.0
13899,Countdown Vampires,0.02,0.01,0.0,0.0
13900,Crypt Killer,0.02,0.01,0.0,0.0
13901,Tokumei Sentai Go-Busters,0.0,0.0,0.04,0.0
13902,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,0.0,0.0,0.04,0.0
13903,The Treasures of Montezuma,0.02,0.02,0.0,0.0
13904,Saints Row 2,0.0,0.03,0.0,0.01
13905,Harry Potter and the Prisoner of Azkaban,0.0,0.03,0.0,0.01
13906,Battle Hunter,0.02,0.01,0.0,0.0
13907,PO'ed,0.02,0.01,0.0,0.0
13908,Heathcliff! Frantic Foto,0.04,0.0,0.0,0.0
13909,Adidas Power Soccer,0.02,0.01,0.0,0.0
13910,LEGO Jurassic World,0.0,0.04,0.0,0.0
13911,Secret Files 2: Puritas Cordis,0.0,0.03,0.0,0.01
13912,Darklight Conflict,0.02,0.01,0.0,0.0
13913,Dragon Ball: Advanced Adventure,0.03,0.01,0.0,0.0
13914,Art of Fighting 3: The Path of the Warrior,0.0,0.0,0.04,0.0
13915,Rabbids Land,0.02,0.01,0.0,0.0
13916,Civilization Beyond Earth: Rising Tide,0.0,0.04,0.0,0.0
13917,The Ripping Friends,0.03,0.01,0.0,0.0
13918,Rodea the Sky Soldier,0.03,0.0,0.0,0.0
13919,Konami Arcade Classics,0.02,0.01,0.0,0.0
13920,Hunter x Hunter: Wonder Adventure,0.0,0.0,0.04,0.0
13921,Super Army War,0.03,0.01,0.0,0.0
13922,Ao no Exorcist: Genkoku no Labyrinth,0.0,0.0,0.04,0.0
13923,Don Bradman Cricket 14,0.0,0.04,0.0,0.0
13924,Echo Night Beyond,0.02,0.01,0.0,0.0
13925,Minna no Chizu,0.0,0.0,0.04,0.0
13926,Doom II: Hell on Earth,0.03,0.01,0.0,0.0
13927,Taikou Risshiden V,0.0,0.0,0.04,0.0
13928,Shin Hayarigami,0.0,0.0,0.04,0.0
13929,Jikkyou Powerful Major League,0.0,0.0,0.04,0.0
13930,Train Simulator 2016,0.0,0.04,0.0,0.0
13931,Corpse Party: Blood Covered - Repeated Fear,0.0,0.0,0.04,0.0
13932,Suzumiya Haruhi no Tsuisou,0.0,0.0,0.04,0.0
13933,Zoo Hospital,0.03,0.0,0.0,0.0
13934,Evolution Skateboarding,0.03,0.01,0.0,0.0
13935,Greg Hastings' Tournament Paintball Max'd,0.03,0.0,0.0,0.0
13936,The Idolm@ster: Must Songs - Red Board / Blue Board,0.0,0.0,0.04,0.0
13937,Jikkyou World Soccer 2002,0.0,0.0,0.04,0.0
13938,Tenshou Gakuen Gekkouroku,0.0,0.0,0.04,0.0
13939,Ski-Doo Snowmobile Challenge,0.03,0.0,0.0,0.0
13940,Aquanaut's Holiday: Kakusareta Kiroku,0.0,0.0,0.04,0.0
13941,Real Soccer 2008,0.03,0.0,0.0,0.0
13942,Little Red Riding Hood's Zombie BBQ,0.03,0.0,0.0,0.0
13943,Texas Hold 'Em Poker DS,0.03,0.0,0.0,0.0
13944,DuckTales: Remastered,0.03,0.0,0.0,0.0
13945,APB Reloaded,0.02,0.01,0.0,0.0
13946,Railroad Tycoon 3,0.0,0.03,0.0,0.01
13947,Magical Starsign (JP sales),0.0,0.0,0.04,0.0
13948,Big Mutha Truckers,0.03,0.01,0.0,0.0
13949,DT Carnage,0.03,0.0,0.0,0.0
13950,Resident Evil 6,0.03,0.0,0.0,0.0
13951,Teenage Zombies: Invasion of the Alien Brain Thingys,0.03,0.0,0.0,0.0
13952,Ar Nosurge: Ode to an Unborn Star,0.0,0.0,0.04,0.0
13953,Warriors Orochi 3,0.01,0.03,0.0,0.0
13954,Monster High: New Ghoul in School,0.0,0.03,0.0,0.0
